Datetime,SP500,DOW30,NASDAQ,SSE,SZI,KOSPI,DAX30,CAC40
2013/1/30,1501.96 ,13910.42 ,3142.31 ,2382.47 ,9783.84 ,1964.43 ,7811.31 ,3765.52 
2013/1/31,1498.11 ,13860.58 ,3142.13 ,2385.42 ,9667.67 ,1961.94 ,7776.05 ,3732.60 
2013/2/1,1513.17 ,14009.79 ,3179.10 ,2419.02 ,9820.29 ,1957.79 ,7833.39 ,3773.53 
2013/2/4,1495.71 ,13880.08 ,3131.17 ,2428.15 ,9760.83 ,1953.21 ,7638.23 ,3659.91 
2013/2/5,1511.29 ,13979.30 ,3171.58 ,2433.13 ,9945.98 ,1938.18 ,7664.66 ,3694.70 
2013/2/6,1512.12 ,13986.52 ,3168.48 ,2434.48 ,9922.72 ,1936.19 ,7581.18 ,3642.90 
2013/2/7,1509.39 ,13944.05 ,3165.13 ,2418.53 ,9904.77 ,1931.77 ,7590.85 ,3601.05 
2013/2/8,1517.93 ,13992.97 ,3193.87 ,2432.40 ,9989.09 ,1950.90 ,7652.14 ,3649.50 
2013/2/11,1517.01 ,13971.24 ,3192.00 ,2382.91 ,9550.93 ,1950.90 ,7633.74 ,3650.58 
2013/2/12,1519.43 ,14018.70 ,3186.49 ,2397.18 ,9645.87 ,1945.79 ,7660.19 ,3686.58 
2013/2/13,1520.33 ,13982.91 ,3196.88 ,2397.18 ,9396.11 ,1976.07 ,7711.89 ,3698.53 
2013/2/14,1521.38 ,13973.39 ,3198.66 ,2397.18 ,9396.11 ,1979.61 ,7631.19 ,3669.60 
2013/2/15,1519.79 ,13981.76 ,3192.03 ,2397.18 ,9396.11 ,1981.18 ,7593.51 ,3660.37 
2013/2/19,1530.94 ,14035.67 ,3213.59 ,2397.18 ,9396.11 ,1985.83 ,7752.45 ,3735.82 
2013/2/20,1511.95 ,13927.54 ,3164.41 ,2397.18 ,9396.11 ,2024.64 ,7728.90 ,3709.88 
2013/2/21,1502.42 ,13880.62 ,3131.49 ,2325.95 ,9396.11 ,2015.22 ,7583.57 ,3624.80 
2013/2/22,1515.60 ,14000.57 ,3161.82 ,2314.16 ,9364.54 ,2018.89 ,7661.91 ,3706.28 
2013/2/25,1487.85 ,13784.17 ,3116.25 ,2325.82 ,9342.37 ,2009.52 ,7773.19 ,3721.33 
2013/2/26,1496.94 ,13900.13 ,3129.65 ,2293.34 ,9208.03 ,2000.01 ,7597.11 ,3621.92 
2013/2/27,1515.99 ,14075.37 ,3162.26 ,2313.22 ,9333.24 ,2004.04 ,7675.83 ,3691.49 
2013/2/28,1514.68 ,14054.49 ,3160.19 ,2365.59 ,9641.44 ,2026.49 ,7741.70 ,3723.00 
2013/3/1,1518.20 ,14089.66 ,3169.74 ,2359.51 ,9650.14 ,2026.49 ,7708.16 ,3699.91 
2013/3/4,1525.20 ,14127.82 ,3182.03 ,2273.40 ,9139.75 ,2013.15 ,7691.68 ,3709.76 
2013/3/5,1539.79 ,14253.77 ,3224.13 ,2326.31 ,9341.35 ,2016.61 ,7870.31 ,3787.19 
2013/3/6,1541.46 ,14296.24 ,3222.37 ,2347.18 ,9431.17 ,2020.74 ,7919.33 ,3773.76 
2013/3/7,1544.26 ,14329.49 ,3232.09 ,2324.29 ,9393.69 ,2004.40 ,7939.77 ,3793.78 
2013/3/8,1551.18 ,14397.07 ,3244.37 ,2318.61 ,9285.83 ,2006.01 ,7986.47 ,3840.15 
2013/3/11,1556.22 ,14447.29 ,3252.87 ,2310.59 ,9277.16 ,2003.35 ,7984.29 ,3836.27 
2013/3/12,1552.48 ,14450.06 ,3242.32 ,2286.60 ,9163.64 ,1993.34 ,7966.12 ,3839.97 
2013/3/13,1554.52 ,14455.28 ,3245.12 ,2263.97 ,9073.22 ,1999.73 ,7970.91 ,3836.04 
2013/3/14,1563.23 ,14539.14 ,3258.93 ,2270.28 ,9087.25 ,2002.13 ,8058.37 ,3871.58 
2013/3/15,1560.70 ,14514.11 ,3249.07 ,2278.40 ,9099.29 ,1986.50 ,8042.85 ,3844.03 
2013/3/18,1552.10 ,14452.06 ,3237.59 ,2240.02 ,8999.02 ,1968.18 ,8010.70 ,3825.47 
2013/3/19,1548.34 ,14455.82 ,3229.10 ,2257.43 ,9034.04 ,1978.56 ,7947.79 ,3775.75 
2013/3/20,1558.71 ,14511.73 ,3254.19 ,2317.37 ,9317.97 ,1959.41 ,8001.97 ,3829.56 
2013/3/21,1545.80 ,14421.49 ,3222.60 ,2324.24 ,9326.29 ,1950.82 ,7932.51 ,3774.85 
2013/3/22,1556.89 ,14512.03 ,3245.00 ,2328.28 ,9343.41 ,1948.71 ,7911.35 ,3770.29 
2013/3/25,1551.69 ,14447.75 ,3235.30 ,2326.71 ,9313.13 ,1977.67 ,7870.90 ,3727.98 
2013/3/26,1563.77 ,14559.65 ,3252.48 ,2297.67 ,9226.64 ,1983.70 ,7879.67 ,3748.64 
2013/3/27,1562.85 ,14526.16 ,3256.52 ,2301.26 ,9225.13 ,1993.44 ,7789.09 ,3711.64 
2013/3/28,1569.19 ,14578.54 ,3267.52 ,2236.30 ,8959.26 ,1993.52 ,7795.31 ,3731.42 
2013/4/2,1570.25 ,14662.01 ,3254.86 ,2227.74 ,8960.46 ,1986.15 ,7943.87 ,3805.37 
2013/4/3,1553.69 ,14550.35 ,3218.60 ,2225.30 ,8964.47 ,1983.22 ,7874.75 ,3754.96 
2013/4/4,1559.98 ,14606.11 ,3224.98 ,2211.59 ,8953.84 ,1959.45 ,7817.39 ,3726.16 
2013/4/5,1553.28 ,14565.25 ,3203.86 ,2225.77 ,8993.11 ,1927.23 ,7658.75 ,3663.48 
2013/4/8,1563.07 ,14613.48 ,3222.25 ,2226.13 ,8962.30 ,1918.69 ,7662.64 ,3666.78 
2013/4/9,1568.61 ,14673.46 ,3237.86 ,2219.55 ,8920.71 ,1920.74 ,7637.51 ,3670.72 
2013/4/10,1587.73 ,14802.24 ,3297.25 ,2206.78 ,8835.15 ,1935.58 ,7810.63 ,3743.71 
2013/4/11,1593.37 ,14865.14 ,3300.16 ,2206.78 ,8733.44 ,1949.80 ,7871.63 ,3775.66 
2013/4/12,1588.85 ,14865.06 ,3294.95 ,2206.78 ,8733.44 ,1924.23 ,7744.77 ,3729.30 
2013/4/15,1552.36 ,14599.20 ,3216.49 ,2181.94 ,8733.44 ,1920.45 ,7712.63 ,3710.48 
2013/4/16,1574.57 ,14756.78 ,3264.63 ,2194.85 ,8852.42 ,1922.21 ,7682.58 ,3685.79 
2013/4/17,1552.01 ,14618.59 ,3204.67 ,2193.80 ,8894.37 ,1923.84 ,7503.03 ,3599.23 
2013/4/18,1541.61 ,14537.14 ,3166.36 ,2197.60 ,8888.02 ,1900.06 ,7473.73 ,3599.36 
2013/4/19,1555.25 ,14547.51 ,3206.06 ,2244.64 ,9111.19 ,1906.75 ,7459.96 ,3651.96 
2013/4/22,1562.50 ,14567.17 ,3233.55 ,2242.17 ,9057.62 ,1926.31 ,7478.11 ,3652.13 
2013/4/23,1578.78 ,14719.46 ,3269.33 ,2184.54 ,8793.13 ,1918.63 ,7658.21 ,3783.05 
2013/4/24,1578.79 ,14676.30 ,3269.65 ,2218.32 ,8911.65 ,1935.31 ,7759.03 ,3842.94 
2013/4/25,1585.16 ,14700.80 ,3289.99 ,2199.31 ,8772.58 ,1951.60 ,7832.86 ,3840.47 
2013/4/26,1582.24 ,14712.55 ,3279.26 ,2177.91 ,8691.39 ,1944.56 ,7814.76 ,3810.05 
2013/4/29,1593.61 ,14818.75 ,3307.02 ,2177.91 ,8691.39 ,1940.70 ,7873.50 ,3868.68 
2013/4/30,1597.57 ,14839.80 ,3328.79 ,2177.91 ,8691.39 ,1963.95 ,7913.71 ,3856.75 
2013/5/1,1582.70 ,14700.95 ,3299.13 ,2177.91 ,8691.39 ,1963.95 ,7913.71 ,3856.75 
2013/5/2,1597.59 ,14831.58 ,3340.62 ,2174.12 ,8718.20 ,1957.21 ,7961.71 ,3858.76 
2013/5/3,1614.42 ,14973.96 ,3378.63 ,2205.50 ,8847.67 ,1965.71 ,8122.29 ,3912.95 
2013/5/7,1625.96 ,15056.20 ,3396.63 ,2235.57 ,9022.90 ,1954.35 ,8181.78 ,3921.32 
2013/5/8,1632.69 ,15105.12 ,3413.27 ,2246.30 ,9074.84 ,1956.45 ,8249.71 ,3956.28 
2013/5/9,1626.67 ,15082.62 ,3409.17 ,2232.97 ,9050.08 ,1979.45 ,8262.55 ,3928.58 
2013/5/10,1633.70 ,15118.49 ,3436.58 ,2246.83 ,9071.16 ,1944.75 ,8278.59 ,3953.83 
2013/5/13,1633.77 ,15091.68 ,3438.79 ,2241.92 ,9014.28 ,1948.70 ,8279.29 ,3945.20 
2013/5/14,1650.34 ,15215.25 ,3462.61 ,2217.01 ,8809.08 ,1968.83 ,8339.11 ,3966.06 
2013/5/15,1658.78 ,15275.69 ,3471.62 ,2224.80 ,8869.85 ,1971.26 ,8362.42 ,3982.23 
2013/5/16,1650.47 ,15233.22 ,3465.24 ,2251.81 ,9061.33 ,1986.81 ,8369.87 ,3979.07 
2013/5/17,1667.47 ,15354.40 ,3498.97 ,2282.87 ,9246.28 ,1986.81 ,8398.00 ,4001.27 
2013/5/20,1666.29 ,15335.28 ,3496.43 ,2299.99 ,9307.15 ,1982.43 ,8455.83 ,4022.85 
2013/5/21,1669.16 ,15387.58 ,3502.12 ,2305.11 ,9403.53 ,1981.09 ,8472.20 ,4036.18 
2013/5/22,1655.35 ,15307.17 ,3463.30 ,2302.40 ,9405.06 ,1993.83 ,8530.89 ,4051.11 
2013/5/23,1650.51 ,15294.50 ,3459.42 ,2275.67 ,9265.68 ,1969.19 ,8351.98 ,3967.15 
2013/5/24,1649.60 ,15303.10 ,3459.14 ,2288.53 ,9304.86 ,1973.45 ,8305.32 ,3956.79 
2013/5/28,1660.06 ,15409.39 ,3488.89 ,2321.32 ,9441.69 ,1986.22 ,8480.87 ,4050.56 
2013/5/29,1648.36 ,15302.80 ,3467.52 ,2324.02 ,9404.40 ,2001.20 ,8336.58 ,3974.12 
2013/5/30,1654.41 ,15324.53 ,3491.30 ,2317.75 ,9379.19 ,2000.10 ,8400.20 ,3996.31 
2013/5/31,1630.74 ,15115.57 ,3455.91 ,2300.59 ,9257.95 ,2001.05 ,8348.84 ,3948.59 
2013/6/3,1640.42 ,15254.03 ,3465.37 ,2299.25 ,9251.24 ,1989.57 ,8285.80 ,3920.67 
2013/6/4,1631.38 ,15177.54 ,3445.26 ,2272.42 ,9124.27 ,1989.51 ,8295.96 ,3925.83 
2013/6/5,1608.90 ,14960.59 ,3401.48 ,2270.93 ,9143.44 ,1959.19 ,8196.18 ,3852.44 
2013/6/6,1622.56 ,15040.62 ,3424.05 ,2242.11 ,9001.09 ,1959.19 ,8098.81 ,3814.28 
2013/6/7,1643.38 ,15248.12 ,3469.22 ,2210.90 ,8763.61 ,1923.85 ,8254.68 ,3872.59 
2013/6/10,1642.81 ,15238.59 ,3473.77 ,2210.90 ,8763.61 ,1932.70 ,8307.69 ,3864.36 
2013/6/11,1626.13 ,15122.02 ,3436.95 ,2210.90 ,8763.61 ,1920.68 ,8222.46 ,3810.56 
2013/6/12,1612.52 ,14995.23 ,3400.43 ,2210.90 ,8763.61 ,1909.91 ,8143.27 ,3793.70 
2013/6/13,1636.36 ,15176.08 ,3445.36 ,2148.36 ,8432.42 ,1882.73 ,8095.39 ,3797.98 
2013/6/14,1626.73 ,15070.18 ,3423.56 ,2162.04 ,8479.46 ,1889.24 ,8127.96 ,3805.16 
2013/6/17,1639.04 ,15179.85 ,3452.13 ,2156.21 ,8404.50 ,1883.10 ,8215.73 ,3863.66 
2013/6/18,1651.81 ,15318.23 ,3482.18 ,2159.29 ,8470.86 ,1900.62 ,8229.51 ,3860.55 
2013/6/19,1628.93 ,15112.19 ,3443.20 ,2143.45 ,8421.24 ,1888.31 ,8197.08 ,3839.34 
2013/6/20,1588.19 ,14758.32 ,3364.64 ,2084.02 ,8147.48 ,1850.49 ,7928.48 ,3698.93 
2013/6/21,1592.43 ,14799.40 ,3357.25 ,2073.10 ,8136.05 ,1822.83 ,7789.24 ,3658.04 
2013/6/24,1573.09 ,14659.56 ,3320.76 ,1963.24 ,7588.52 ,1799.01 ,7692.45 ,3595.63 
2013/6/25,1588.03 ,14760.31 ,3347.89 ,1959.51 ,7495.10 ,1780.63 ,7811.30 ,3649.82 
2013/6/26,1603.26 ,14910.14 ,3376.22 ,1951.50 ,7566.40 ,1783.45 ,7940.99 ,3726.04 
2013/6/27,1613.20 ,15024.49 ,3401.86 ,1950.01 ,7544.33 ,1834.70 ,7990.75 ,3762.19 
2013/6/28,1606.28 ,14909.60 ,3403.25 ,1979.21 ,7694.47 ,1863.32 ,7959.22 ,3738.91 
2013/7/1,1614.96 ,14974.96 ,3434.49 ,1995.24 ,7718.48 ,1855.73 ,7983.92 ,3767.48 
2013/7/2,1614.08 ,14932.41 ,3433.40 ,2006.56 ,7768.84 ,1855.02 ,7910.77 ,3742.57 
2013/7/3,1615.41 ,14988.37 ,3443.67 ,1994.27 ,7703.74 ,1824.66 ,7829.32 ,3702.01 
2013/7/5,1631.89 ,15135.84 ,3479.38 ,2007.20 ,7856.59 ,1833.31 ,7806.00 ,3753.85 
2013/7/8,1640.46 ,15224.69 ,3484.83 ,1958.27 ,7637.63 ,1816.85 ,7968.54 ,3823.83 
2013/7/9,1652.32 ,15300.34 ,3504.26 ,1965.45 ,7600.47 ,1830.35 ,8057.75 ,3843.56 
2013/7/10,1652.62 ,15291.66 ,3520.76 ,2008.13 ,7851.25 ,1824.16 ,8066.48 ,3840.53 
2013/7/11,1675.02 ,15460.92 ,3578.30 ,2072.99 ,8184.77 ,1877.60 ,8158.80 ,3868.98 
2013/7/12,1680.19 ,15464.30 ,3600.08 ,2039.49 ,8012.84 ,1869.98 ,8212.77 ,3855.09 
2013/7/15,1682.50 ,15484.26 ,3607.49 ,2059.39 ,8137.77 ,1875.16 ,8234.81 ,3878.58 
2013/7/16,1676.26 ,15451.85 ,3598.50 ,2065.72 ,8186.68 ,1866.36 ,8201.05 ,3851.03 
2013/7/17,1680.91 ,15470.52 ,3610.00 ,2044.92 ,8063.80 ,1887.49 ,8254.72 ,3872.02 
2013/7/18,1689.37 ,15548.54 ,3611.28 ,2023.40 ,7904.27 ,1875.48 ,8337.09 ,3927.79 
2013/7/19,1692.09 ,15543.74 ,3587.61 ,1992.65 ,7663.99 ,1871.41 ,8331.57 ,3925.32 
2013/7/22,1695.53 ,15545.55 ,3600.39 ,2004.76 ,7684.23 ,1880.35 ,8331.06 ,3939.92 
2013/7/23,1692.39 ,15567.74 ,3579.27 ,2043.88 ,7963.70 ,1904.15 ,8314.23 ,3923.09 
2013/7/24,1685.94 ,15542.24 ,3579.60 ,2033.33 ,7935.85 ,1912.08 ,8379.11 ,3962.75 
2013/7/25,1690.25 ,15555.61 ,3605.19 ,2021.17 ,7894.60 ,1909.61 ,8298.98 ,3956.02 
2013/7/26,1691.65 ,15558.83 ,3613.16 ,2010.85 ,7843.36 ,1910.81 ,8244.91 ,3968.84 
2013/7/29,1685.33 ,15521.97 ,3599.14 ,1976.31 ,7668.53 ,1899.89 ,8259.03 ,3968.91 
2013/7/30,1685.96 ,15520.59 ,3616.47 ,1990.06 ,7730.17 ,1917.05 ,8271.02 ,3986.61 
2013/7/31,1685.73 ,15499.54 ,3626.37 ,1993.80 ,7765.40 ,1914.03 ,8275.97 ,3992.69 
2013/8/1,1706.87 ,15628.02 ,3675.74 ,2029.07 ,7931.79 ,1920.74 ,8410.73 ,4042.73 
2013/8/2,1709.67 ,15658.36 ,3689.59 ,2029.42 ,7961.47 ,1923.38 ,8406.94 ,4045.65 
2013/8/5,1707.14 ,15612.13 ,3692.95 ,2050.48 ,8060.39 ,1916.22 ,8398.38 ,4049.97 
2013/8/6,1697.37 ,15518.74 ,3665.77 ,2060.50 ,8143.13 ,1906.62 ,8299.73 ,4032.57 
2013/8/7,1690.91 ,15470.67 ,3654.01 ,2046.78 ,8096.09 ,1878.33 ,8260.48 ,4038.49 
2013/8/8,1697.48 ,15498.32 ,3669.12 ,2044.90 ,8114.87 ,1883.97 ,8318.32 ,4064.32 
2013/8/9,1691.42 ,15425.51 ,3660.11 ,2052.23 ,8145.97 ,1880.71 ,8338.31 ,4076.55 
2013/8/12,1689.47 ,15419.68 ,3669.95 ,2101.28 ,8356.73 ,1884.83 ,8359.25 ,4071.68 
2013/8/13,1694.16 ,15451.01 ,3684.44 ,2106.16 ,8362.65 ,1913.03 ,8415.76 ,4092.50 
2013/8/14,1685.39 ,15337.66 ,3669.27 ,2100.14 ,8336.81 ,1923.91 ,8438.12 ,4114.20 
2013/8/15,1661.32 ,15112.19 ,3606.12 ,2081.88 ,8228.87 ,1923.91 ,8376.29 ,4093.20 
2013/8/16,1655.83 ,15081.47 ,3602.78 ,2068.45 ,8168.09 ,1920.11 ,8391.94 ,4123.89 
2013/8/19,1646.06 ,15010.74 ,3589.09 ,2085.60 ,8285.72 ,1917.64 ,8366.29 ,4083.98 
2013/8/20,1652.35 ,15002.99 ,3613.59 ,2072.59 ,8234.56 ,1887.85 ,8300.03 ,4028.93 
2013/8/21,1642.80 ,14897.55 ,3599.79 ,2072.96 ,8236.09 ,1867.46 ,8285.41 ,4015.09 
2013/8/22,1656.96 ,14963.74 ,3638.71 ,2067.12 ,8245.04 ,1849.12 ,8397.89 ,4059.12 
2013/8/23,1663.50 ,15010.51 ,3657.79 ,2057.46 ,8166.28 ,1870.16 ,8416.99 ,4069.47 
2013/8/27,1630.48 ,14776.13 ,3578.52 ,2103.57 ,8341.77 ,1885.84 ,8242.56 ,3968.73 
2013/8/28,1634.96 ,14824.51 ,3593.35 ,2101.30 ,8259.38 ,1884.52 ,8157.90 ,3960.46 
2013/8/29,1638.17 ,14840.95 ,3620.30 ,2097.23 ,8214.49 ,1907.54 ,8194.55 ,3986.35 
2013/8/30,1632.97 ,14810.31 ,3589.87 ,2098.38 ,8202.48 ,1926.36 ,8103.15 ,3933.78 
2013/9/3,1639.77 ,14833.96 ,3612.61 ,2123.11 ,8368.04 ,1933.74 ,8180.71 ,3974.07 
2013/9/4,1653.08 ,14930.87 ,3649.04 ,2127.62 ,8344.96 ,1933.03 ,8195.92 ,3980.42 
2013/9/5,1655.08 ,14937.48 ,3658.78 ,2122.43 ,8286.06 ,1951.65 ,8234.98 ,4006.80 
2013/9/6,1655.17 ,14922.50 ,3660.01 ,2139.99 ,8280.33 ,1955.31 ,8275.67 ,4049.19 
2013/9/9,1671.71 ,15063.12 ,3706.18 ,2212.52 ,8504.74 ,1974.67 ,8276.32 ,4040.33 
2013/9/10,1683.99 ,15191.06 ,3729.02 ,2237.98 ,8636.63 ,1994.06 ,8446.54 ,4116.64 
2013/9/11,1689.13 ,15326.60 ,3725.01 ,2241.27 ,8675.62 ,2003.85 ,8495.73 ,4119.11 
2013/9/12,1683.42 ,15300.64 ,3715.97 ,2255.60 ,8714.88 ,2004.06 ,8494.00 ,4106.63 
2013/9/13,1687.99 ,15376.06 ,3722.18 ,2236.22 ,8687.54 ,1994.32 ,8509.42 ,4114.50 
2013/9/16,1697.60 ,15494.78 ,3717.85 ,2231.40 ,8659.00 ,2013.37 ,8613.00 ,4152.22 
2013/9/17,1704.76 ,15529.73 ,3745.70 ,2185.56 ,8493.78 ,2005.58 ,8596.95 ,4145.51 
2013/9/18,1725.52 ,15676.94 ,3783.64 ,2191.85 ,8480.74 ,2005.58 ,8636.06 ,4170.40 
2013/9/19,1722.34 ,15636.55 ,3789.38 ,2191.85 ,8480.74 ,2005.58 ,8694.18 ,4206.04 
2013/9/20,1709.91 ,15451.09 ,3774.73 ,2191.85 ,8480.74 ,2005.58 ,8675.73 ,4203.66 
2013/9/23,1701.84 ,15401.38 ,3765.29 ,2221.04 ,8719.29 ,2009.41 ,8635.29 ,4172.08 
2013/9/24,1697.42 ,15334.59 ,3768.25 ,2207.53 ,8664.80 ,2007.10 ,8664.60 ,4195.61 
2013/9/25,1692.77 ,15273.26 ,3761.10 ,2198.52 ,8613.71 ,1998.06 ,8665.63 ,4195.35 
2013/9/26,1698.67 ,15328.30 ,3787.43 ,2155.81 ,8439.47 ,2007.32 ,8664.10 ,4186.72 
2013/9/27,1691.75 ,15258.24 ,3781.59 ,2160.03 ,8472.29 ,2011.80 ,8661.51 ,4186.77 
2013/9/30,1681.55 ,15129.67 ,3771.48 ,2174.66 ,8514.57 ,1996.96 ,8594.40 ,4143.44 
2013/10/1,1695.00 ,15191.70 ,3817.98 ,2174.66 ,8514.57 ,1998.87 ,8689.14 ,4196.60 
2013/10/2,1693.87 ,15133.14 ,3815.02 ,2174.66 ,8514.57 ,1999.47 ,8629.42 ,4158.16 
2013/10/3,1678.66 ,14996.48 ,3774.34 ,2174.66 ,8514.57 ,1999.47 ,8597.91 ,4127.98 
2013/10/4,1690.50 ,15072.58 ,3807.75 ,2174.66 ,8514.57 ,1996.98 ,8622.97 ,4164.25 
2013/10/7,1676.12 ,14936.24 ,3770.38 ,2174.66 ,8514.57 ,1994.42 ,8591.58 ,4165.58 
2013/10/8,1655.45 ,14776.53 ,3694.83 ,2198.20 ,8681.53 ,2002.76 ,8555.89 ,4133.53 
2013/10/9,1656.40 ,14802.98 ,3677.78 ,2211.77 ,8667.77 ,2002.76 ,8516.69 ,4127.05 
2013/10/10,1692.56 ,15126.07 ,3760.75 ,2190.93 ,8685.79 ,2001.40 ,8685.77 ,4218.11 
2013/10/11,1703.20 ,15237.11 ,3791.87 ,2228.15 ,8737.97 ,2024.90 ,8724.83 ,4219.98 
2013/10/15,1698.06 ,15168.01 ,3794.01 ,2233.41 ,8700.34 ,2040.96 ,8804.44 ,4256.02 
2013/10/16,1721.54 ,15373.83 ,3839.43 ,2193.07 ,8542.87 ,2034.61 ,8846.00 ,4243.72 
2013/10/17,1733.15 ,15371.65 ,3863.15 ,2188.54 ,8521.20 ,2040.61 ,8811.98 ,4239.64 
2013/10/18,1744.50 ,15399.65 ,3914.28 ,2193.78 ,8584.87 ,2052.40 ,8865.10 ,4286.03 
2013/10/21,1744.66 ,15392.20 ,3920.05 ,2229.24 ,8739.52 ,2053.01 ,8867.22 ,4276.92 
2013/10/22,1754.67 ,15467.66 ,3929.57 ,2210.65 ,8619.64 ,2056.12 ,8947.46 ,4295.43 
2013/10/23,1746.38 ,15413.33 ,3907.07 ,2183.11 ,8512.96 ,2035.75 ,8919.86 ,4260.66 
2013/10/24,1752.07 ,15509.21 ,3928.96 ,2164.32 ,8486.52 ,2046.69 ,8980.63 ,4275.69 
2013/10/25,1759.77 ,15570.28 ,3943.36 ,2132.96 ,8379.61 ,2034.39 ,8985.74 ,4272.31 
2013/10/28,1762.11 ,15568.93 ,3940.13 ,2133.87 ,8336.68 ,2048.14 ,8978.65 ,4251.61 
2013/10/29,1771.95 ,15680.35 ,3952.34 ,2128.86 ,8398.92 ,2051.76 ,9022.04 ,4278.09 
2013/10/30,1763.31 ,15618.76 ,3930.62 ,2160.46 ,8553.37 ,2059.58 ,9010.27 ,4274.11 
2013/10/31,1756.54 ,15545.75 ,3919.71 ,2141.61 ,8444.41 ,2030.09 ,9033.92 ,4299.89 
2013/11/1,1761.64 ,15615.55 ,3922.04 ,2149.56 ,8451.72 ,2039.42 ,9007.83 ,4273.19 
2013/11/4,1767.93 ,15639.12 ,3936.59 ,2149.63 ,8416.93 ,2025.17 ,9037.23 ,4288.59 
2013/11/5,1762.97 ,15618.22 ,3939.86 ,2157.24 ,8451.73 ,2013.93 ,9009.11 ,4253.34 
2013/11/6,1770.49 ,15746.88 ,3931.95 ,2139.61 ,8287.86 ,2013.67 ,9040.87 ,4286.93 
2013/11/7,1747.15 ,15593.98 ,3857.33 ,2129.40 ,8240.25 ,2004.04 ,9081.03 ,4280.99 
2013/11/8,1770.61 ,15761.78 ,3919.23 ,2106.13 ,8155.40 ,1984.87 ,9078.28 ,4260.44 
2013/11/12,1767.69 ,15750.67 ,3919.92 ,2126.77 ,8279.31 ,1995.48 ,9076.48 ,4263.78 
2013/11/13,1782.00 ,15821.63 ,3965.58 ,2087.94 ,8110.99 ,1963.56 ,9054.83 ,4239.94 
2013/11/14,1790.62 ,15876.22 ,3972.74 ,2100.51 ,8156.53 ,1967.56 ,9149.66 ,4283.91 
2013/11/15,1798.18 ,15961.70 ,3985.97 ,2135.83 ,8305.91 ,2005.64 ,9168.69 ,4292.23 
2013/11/18,1791.53 ,15976.02 ,3949.07 ,2197.22 ,8523.75 ,2010.81 ,9225.43 ,4320.68 
2013/11/19,1787.87 ,15967.03 ,3931.55 ,2193.12 ,8461.21 ,2031.64 ,9193.29 ,4272.29 
2013/11/20,1781.37 ,15900.82 ,3921.27 ,2206.61 ,8510.68 ,2017.24 ,9202.07 ,4268.37 
2013/11/21,1795.85 ,16009.99 ,3969.16 ,2205.77 ,8472.02 ,1993.78 ,9196.08 ,4253.90 
2013/11/22,1804.76 ,16064.77 ,3991.65 ,2196.38 ,8413.34 ,2006.23 ,9219.04 ,4278.53 
2013/11/25,1802.48 ,16072.54 ,3994.57 ,2186.12 ,8379.55 ,2015.98 ,9299.95 ,4301.97 
2013/11/26,1802.75 ,16072.80 ,4017.75 ,2183.07 ,8365.35 ,2022.64 ,9290.07 ,4277.57 
2013/11/27,1807.23 ,16097.33 ,4044.75 ,2201.07 ,8447.46 ,2028.81 ,9351.13 ,4293.06 
2013/11/29,1805.81 ,16086.41 ,4059.89 ,2220.50 ,8542.61 ,2044.87 ,9405.30 ,4295.21 
2013/12/2,1800.90 ,16008.77 ,4045.26 ,2207.37 ,8376.64 ,2030.78 ,9401.96 ,4285.81 
2013/12/3,1795.15 ,15914.62 ,4037.20 ,2222.67 ,8492.52 ,2009.36 ,9223.40 ,4172.44 
2013/12/4,1792.81 ,15889.77 ,4038.00 ,2251.76 ,8600.82 ,1986.80 ,9140.63 ,4148.52 
2013/12/5,1785.03 ,15821.51 ,4033.17 ,2247.06 ,8560.79 ,1984.77 ,9084.95 ,4099.91 
2013/12/6,1805.09 ,16020.20 ,4062.52 ,2237.11 ,8526.68 ,1980.41 ,9172.41 ,4129.37 
2013/12/9,1808.37 ,16025.53 ,4068.75 ,2238.20 ,8519.67 ,2000.38 ,9195.17 ,4134.10 
2013/12/10,1802.62 ,15973.13 ,4060.49 ,2237.49 ,8554.17 ,1993.45 ,9114.44 ,4091.14 
2013/12/11,1782.22 ,15843.53 ,4003.81 ,2204.17 ,8409.80 ,1977.97 ,9077.11 ,4086.86 
2013/12/12,1775.50 ,15739.43 ,3998.40 ,2202.80 ,8400.65 ,1967.93 ,9017.00 ,4069.12 
2013/12/13,1775.32 ,15755.36 ,4000.98 ,2196.07 ,8429.82 ,1962.91 ,9006.46 ,4059.71 
2013/12/16,1786.54 ,15884.57 ,4029.52 ,2160.86 ,8272.67 ,1961.15 ,9163.56 ,4119.88 
2013/12/17,1781.00 ,15875.26 ,4023.68 ,2151.08 ,8213.43 ,1965.74 ,9085.12 ,4068.64 
2013/12/18,1810.65 ,16167.97 ,4070.06 ,2148.29 ,8236.95 ,1974.63 ,9181.75 ,4109.51 
2013/12/19,1809.60 ,16179.08 ,4058.14 ,2127.79 ,8147.70 ,1975.65 ,9335.74 ,4177.03 
2013/12/20,1818.32 ,16221.14 ,4104.74 ,2084.79 ,7966.72 ,1983.35 ,9400.18 ,4193.77 
2013/12/23,1827.99 ,16294.61 ,4148.90 ,2089.71 ,7989.51 ,1996.89 ,9488.82 ,4215.29 
2013/12/24,1833.32 ,16357.55 ,4155.42 ,2092.91 ,8027.43 ,2001.59 ,9488.82 ,4218.41 
2013/12/27,1841.40 ,16478.41 ,4156.59 ,2101.25 ,8048.85 ,2002.28 ,9589.39 ,4277.65 
