Datetime,SP500,DOW30,NASDAQ,SSE,SZI,KOSPI,DAX30,CAC40
2010/10/18,1184.71 ,11143.69 ,2480.66 ,2955.23 ,12649.27 ,1875.42 ,6516.63 ,3834.50 
2010/10/19,1165.90 ,10978.62 ,2436.95 ,3001.85 ,12970.20 ,1857.32 ,6490.69 ,3807.17 
2010/10/20,1178.17 ,11107.97 ,2457.39 ,3003.95 ,13130.01 ,1870.44 ,6524.55 ,3828.15 
2010/10/21,1180.26 ,11146.57 ,2459.67 ,2983.53 ,13111.52 ,1874.69 ,6611.01 ,3878.27 
2010/10/22,1183.08 ,11132.56 ,2479.39 ,2975.04 ,13224.98 ,1897.31 ,6605.84 ,3868.54 
2010/10/25,1185.62 ,11164.05 ,2490.85 ,3051.42 ,13734.20 ,1915.71 ,6639.21 ,3870.00 
2010/10/26,1185.64 ,11169.46 ,2497.29 ,3041.54 ,13729.96 ,1919.41 ,6613.80 ,3852.66 
2010/10/27,1182.45 ,11126.28 ,2503.26 ,2997.05 ,13452.17 ,1909.54 ,6568.00 ,3815.77 
2010/10/28,1183.78 ,11113.95 ,2507.37 ,2992.58 ,13445.02 ,1907.87 ,6595.28 ,3834.84 
2010/10/29,1183.26 ,11118.49 ,2507.41 ,2978.83 ,13367.24 ,1882.95 ,6601.37 ,3833.50 
2010/11/1,1184.38 ,11124.62 ,2504.84 ,3054.02 ,13743.77 ,1914.74 ,6604.86 ,3841.11 
2010/11/2,1193.57 ,11188.72 ,2533.52 ,3045.43 ,13646.46 ,1918.04 ,6654.31 ,3865.72 
2010/11/3,1197.96 ,11215.13 ,2540.27 ,3030.99 ,13392.70 ,1935.97 ,6617.80 ,3842.94 
2010/11/4,1221.06 ,11434.84 ,2577.34 ,3086.94 ,13595.73 ,1942.50 ,6734.69 ,3916.78 
2010/11/5,1225.85 ,11444.08 ,2578.98 ,3129.50 ,13733.36 ,1938.96 ,6754.20 ,3916.73 
2010/11/8,1223.25 ,11406.84 ,2580.05 ,3159.51 ,13807.30 ,1942.41 ,6750.50 ,3913.70 
2010/11/9,1213.40 ,11346.75 ,2562.98 ,3135.00 ,13714.29 ,1947.46 ,6787.81 ,3945.71 
2010/11/10,1218.71 ,11357.04 ,2578.78 ,3115.36 ,13705.68 ,1967.85 ,6719.84 ,3888.45 
2010/11/12,1199.21 ,11192.58 ,2518.21 ,2985.43 ,12726.54 ,1913.12 ,6734.61 ,3831.12 
2010/11/15,1197.75 ,11201.97 ,2513.82 ,3014.41 ,12808.09 ,1913.81 ,6790.17 ,3864.24 
2010/11/16,1178.34 ,11023.50 ,2469.84 ,2894.54 ,12217.27 ,1899.13 ,6663.24 ,3762.47 
2010/11/17,1178.59 ,11007.88 ,2476.01 ,2838.86 ,11917.49 ,1897.11 ,6700.07 ,3792.35 
2010/11/18,1196.69 ,11181.23 ,2514.40 ,2865.45 ,12146.15 ,1927.86 ,6832.11 ,3867.97 
2010/11/19,1199.73 ,11203.55 ,2518.12 ,2888.57 ,12295.85 ,1940.96 ,6843.55 ,3860.16 
2010/11/22,1197.84 ,11178.58 ,2532.02 ,2884.37 ,12303.55 ,1944.34 ,6822.05 ,3818.89 
2010/11/23,1180.73 ,11036.37 ,2494.95 ,2828.28 ,12062.41 ,1928.94 ,6705.00 ,3724.42 
2010/11/24,1198.35 ,11187.28 ,2543.12 ,2859.94 ,12407.66 ,1925.98 ,6823.80 ,3747.61 
2010/11/26,1189.40 ,11091.87 ,2534.56 ,2871.70 ,12539.01 ,1901.80 ,6848.98 ,3728.65 
2010/11/29,1187.76 ,11052.49 ,2525.22 ,2866.36 ,12536.55 ,1895.54 ,6697.97 ,3636.96 
2010/11/30,1180.55 ,11006.02 ,2498.23 ,2820.18 ,12336.29 ,1904.63 ,6688.49 ,3610.44 
2010/12/1,1206.07 ,11255.78 ,2549.43 ,2823.45 ,12310.38 ,1929.32 ,6866.63 ,3669.29 
2010/12/2,1221.53 ,11362.41 ,2579.35 ,2843.61 ,12409.02 ,1950.26 ,6957.61 ,3747.04 
2010/12/3,1224.71 ,11382.09 ,2591.46 ,2842.43 ,12443.00 ,1957.26 ,6947.72 ,3750.55 
2010/12/6,1223.12 ,11362.19 ,2594.92 ,2857.18 ,12422.78 ,1953.64 ,6954.38 ,3749.23 
2010/12/7,1223.75 ,11359.16 ,2598.49 ,2875.86 ,12657.00 ,1962.52 ,7001.91 ,3810.50 
2010/12/8,1228.28 ,11372.48 ,2609.16 ,2848.55 ,12615.41 ,1955.72 ,6975.87 ,3831.98 
2010/12/9,1233.00 ,11370.06 ,2616.67 ,2810.95 ,12353.27 ,1988.96 ,6964.16 ,3858.05 
2010/12/10,1240.40 ,11410.32 ,2637.54 ,2841.04 ,12460.46 ,1986.14 ,7006.17 ,3857.35 
2010/12/13,1240.46 ,11428.56 ,2624.91 ,2922.95 ,12905.02 ,1996.59 ,7029.39 ,3892.44 
2010/12/14,1241.59 ,11476.54 ,2627.72 ,2927.08 ,12926.61 ,2009.05 ,7027.40 ,3902.87 
2010/12/15,1235.23 ,11457.47 ,2617.22 ,2911.41 ,12829.36 ,2017.48 ,7016.37 ,3880.19 
2010/12/16,1242.87 ,11499.25 ,2637.31 ,2898.14 ,12795.68 ,2009.24 ,7024.40 ,3888.36 
2010/12/17,1243.91 ,11491.91 ,2642.97 ,2893.74 ,12759.60 ,2026.30 ,6982.45 ,3867.35 
2010/12/20,1247.08 ,11478.13 ,2649.56 ,2852.92 ,12557.55 ,2020.28 ,7018.60 ,3885.08 
2010/12/21,1254.60 ,11533.16 ,2667.61 ,2904.11 ,12872.45 ,2037.09 ,7077.99 ,3927.49 
2010/12/22,1258.84 ,11559.49 ,2671.48 ,2877.90 ,12766.95 ,2038.11 ,7067.92 ,3919.71 
2010/12/23,1256.77 ,11573.49 ,2665.60 ,2855.22 ,12644.58 ,2037.53 ,7057.69 ,3911.32 
2010/12/29,1259.78 ,11585.38 ,2666.93 ,2751.53 ,12114.56 ,2043.49 ,6995.47 ,3890.65 
2010/12/30,1257.88 ,11569.71 ,2662.98 ,2759.58 ,12138.90 ,2051.00 ,6914.19 ,3850.76 
2011/1/4,1270.20 ,11691.18 ,2681.25 ,2852.65 ,12714.51 ,2085.14 ,6975.35 ,3916.03 
2011/1/5,1276.56 ,11722.89 ,2702.20 ,2838.59 ,12647.63 ,2082.55 ,6939.82 ,3904.61 
2011/1/6,1273.85 ,11697.31 ,2709.89 ,2824.20 ,12599.66 ,2077.61 ,6981.39 ,3904.42 
2011/1/7,1271.50 ,11674.76 ,2703.17 ,2838.80 ,12573.94 ,2086.20 ,6947.84 ,3865.58 
2011/1/10,1269.75 ,11637.45 ,2707.80 ,2791.81 ,12331.16 ,2080.81 ,6857.06 ,3802.03 
2011/1/11,1274.48 ,11671.88 ,2716.83 ,2804.05 ,12385.17 ,2088.32 ,6941.57 ,3861.92 
2011/1/12,1285.96 ,11755.44 ,2737.33 ,2821.31 ,12409.98 ,2094.95 ,7068.78 ,3945.07 
2011/1/13,1283.76 ,11731.90 ,2735.29 ,2827.71 ,12423.34 ,2089.48 ,7075.11 ,3974.83 
2011/1/14,1293.24 ,11787.38 ,2755.30 ,2791.34 ,12294.17 ,2108.17 ,7075.70 ,3983.28 
2011/1/18,1295.02 ,11837.93 ,2765.85 ,2708.98 ,11771.59 ,2096.48 ,7143.45 ,4012.68 
2011/1/19,1281.92 ,11825.29 ,2725.36 ,2758.10 ,12066.55 ,2115.69 ,7082.76 ,3976.71 
2011/1/20,1280.26 ,11822.80 ,2704.29 ,2677.65 ,11566.74 ,2106.66 ,7024.27 ,3964.84 
2011/1/21,1283.35 ,11871.84 ,2689.54 ,2715.29 ,11639.96 ,2069.92 ,7062.42 ,4017.45 
2011/1/24,1290.84 ,11980.52 ,2717.55 ,2695.72 ,11488.92 ,2082.16 ,7067.77 ,4033.21 
2011/1/25,1291.18 ,11977.19 ,2719.25 ,2677.43 ,11446.37 ,2086.67 ,7059.01 ,4019.62 
2011/1/26,1296.63 ,11985.44 ,2739.50 ,2708.81 ,11599.67 ,2110.46 ,7127.35 ,4049.07 
2011/1/27,1299.54 ,11989.83 ,2755.28 ,2749.15 ,11795.33 ,2115.01 ,7155.58 ,4059.57 
2011/1/28,1276.34 ,11823.70 ,2686.89 ,2752.75 ,11894.23 ,2107.87 ,7102.80 ,4002.32 
2011/1/31,1286.12 ,11891.93 ,2700.08 ,2790.69 ,11994.68 ,2069.73 ,7077.48 ,4005.50 
2011/2/1,1307.59 ,12040.16 ,2751.19 ,2798.96 ,11991.51 ,2072.03 ,7184.27 ,4072.62 
2011/2/2,1304.03 ,12041.97 ,2749.56 ,2798.96 ,11991.51 ,2072.03 ,7183.67 ,4066.53 
2011/2/3,1307.10 ,12062.26 ,2753.88 ,2798.96 ,11991.51 ,2072.03 ,7193.68 ,4036.59 
2011/2/4,1310.87 ,12092.15 ,2769.30 ,2798.96 ,11991.51 ,2072.03 ,7216.21 ,4047.21 
2011/2/7,1319.05 ,12161.63 ,2783.99 ,2798.96 ,11991.51 ,2081.74 ,7283.62 ,4090.80 
2011/2/8,1324.57 ,12233.15 ,2797.05 ,2798.96 ,11991.51 ,2069.70 ,7323.24 ,4108.27 
2011/2/9,1320.88 ,12239.89 ,2789.07 ,2774.07 ,11807.93 ,2045.58 ,7320.90 ,4090.74 
2011/2/10,1321.87 ,12229.29 ,2790.45 ,2818.16 ,12170.51 ,2008.50 ,7340.28 ,4095.14 
2011/2/11,1329.15 ,12273.26 ,2809.44 ,2827.33 ,12292.49 ,1977.19 ,7371.20 ,4101.31 
2011/2/14,1332.32 ,12268.19 ,2817.18 ,2899.13 ,12737.80 ,2014.59 ,7396.63 ,4096.62 
2011/2/15,1328.01 ,12226.64 ,2804.35 ,2899.24 ,12711.58 ,2010.52 ,7400.04 ,4110.34 
2011/2/16,1336.32 ,12288.17 ,2825.56 ,2923.90 ,12884.87 ,1989.11 ,7414.30 ,4151.26 
2011/2/17,1340.43 ,12318.14 ,2831.58 ,2926.96 ,12788.33 ,1977.22 ,7405.51 ,4152.31 
2011/2/18,1343.01 ,12391.25 ,2833.95 ,2899.79 ,12613.11 ,2013.14 ,7426.81 ,4157.14 
2011/2/22,1315.44 ,12212.79 ,2756.42 ,2855.52 ,12473.33 ,1969.92 ,7318.35 ,4050.27 
2011/2/23,1307.40 ,12105.78 ,2722.99 ,2862.63 ,12492.70 ,1961.63 ,7194.60 ,4013.12 
2011/2/24,1306.10 ,12068.50 ,2737.90 ,2878.60 ,12578.43 ,1949.88 ,7130.50 ,4009.64 
2011/2/25,1319.88 ,12130.45 ,2781.05 ,2878.57 ,12633.88 ,1963.43 ,7185.17 ,4070.38 
2011/2/28,1327.22 ,12226.34 ,2782.27 ,2905.05 ,12902.43 ,1939.30 ,7272.32 ,4110.35 
2011/3/1,1306.33 ,12058.02 ,2737.41 ,2918.92 ,12948.72 ,1939.30 ,7223.30 ,4067.15 
2011/3/2,1308.44 ,12066.80 ,2748.07 ,2913.81 ,12880.27 ,1928.24 ,7181.12 ,4034.32 
2011/3/3,1330.97 ,12258.20 ,2798.74 ,2902.98 ,12698.16 ,1970.66 ,7225.96 ,4060.76 
2011/3/4,1321.15 ,12169.88 ,2784.67 ,2942.31 ,12893.84 ,2004.68 ,7178.90 ,4020.21 
2011/3/7,1310.13 ,12090.03 ,2745.63 ,2996.21 ,13140.88 ,1980.27 ,7161.93 ,3990.41 
2011/3/8,1321.82 ,12214.38 ,2765.77 ,2999.94 ,13144.18 ,1996.32 ,7164.75 ,4015.91 
2011/3/9,1320.02 ,12213.09 ,2751.72 ,3002.15 ,13158.22 ,2001.47 ,7131.80 ,3993.81 
2011/3/10,1295.11 ,11984.61 ,2701.02 ,2957.14 ,13004.85 ,1981.58 ,7063.09 ,3963.99 
2011/3/11,1304.28 ,12044.40 ,2715.61 ,2933.80 ,12848.02 ,1955.54 ,6981.49 ,3928.68 
2011/3/14,1296.39 ,11993.16 ,2700.97 ,2937.63 ,12958.29 ,1971.23 ,6866.63 ,3878.04 
2011/3/15,1281.87 ,11855.42 ,2667.33 ,2896.26 ,12705.32 ,1923.92 ,6647.66 ,3780.85 
2011/3/16,1256.88 ,11613.30 ,2616.82 ,2930.80 ,12865.75 ,1957.97 ,6513.84 ,3696.56 
2011/3/17,1273.72 ,11774.59 ,2636.05 ,2897.30 ,12650.67 ,1959.03 ,6656.88 ,3786.21 
2011/3/18,1279.21 ,11858.52 ,2643.67 ,2906.89 ,12721.99 ,1981.13 ,6664.40 ,3810.22 
2011/3/21,1298.38 ,12036.53 ,2692.09 ,2909.14 ,12643.73 ,2003.42 ,6816.12 ,3904.45 
2011/3/22,1293.77 ,12018.63 ,2683.87 ,2919.14 ,12667.26 ,2013.66 ,6780.97 ,3892.71 
2011/3/23,1297.54 ,12086.02 ,2698.30 ,2948.48 ,12845.53 ,2012.18 ,6804.45 ,3913.73 
2011/3/24,1309.66 ,12170.56 ,2736.42 ,2946.71 ,12771.45 ,2036.78 ,6933.58 ,3968.84 
2011/3/25,1313.80 ,12220.59 ,2743.06 ,2977.81 ,12942.07 ,2054.04 ,6946.36 ,3972.38 
2011/3/28,1310.19 ,12197.88 ,2730.68 ,2984.01 ,12875.52 ,2056.39 ,6938.63 ,3976.95 
2011/3/29,1319.44 ,12279.01 ,2756.89 ,2958.08 ,12677.61 ,2072.13 ,6934.44 ,3987.80 
2011/3/30,1328.26 ,12350.61 ,2776.79 ,2955.77 ,12661.22 ,2091.38 ,7057.15 ,4024.44 
2011/3/31,1325.83 ,12319.73 ,2781.07 ,2928.11 ,12562.90 ,2106.70 ,7041.31 ,3989.18 
2011/4/1,1332.41 ,12376.72 ,2789.60 ,2967.41 ,12699.42 ,2121.01 ,7179.81 ,4054.76 
2011/4/4,1332.87 ,12400.03 ,2789.19 ,2967.41 ,12699.42 ,2115.87 ,7175.33 ,4042.92 
2011/4/5,1332.63 ,12393.90 ,2791.19 ,2967.41 ,12699.42 ,2130.43 ,7175.31 ,4041.74 
2011/4/6,1335.54 ,12426.75 ,2799.82 ,3001.36 ,12740.87 ,2126.71 ,7215.11 ,4048.16 
2011/4/7,1333.51 ,12409.49 ,2796.14 ,3007.91 ,12890.66 ,2122.14 ,7178.78 ,4028.30 
2011/4/8,1328.17 ,12380.05 ,2780.42 ,3030.02 ,13036.23 ,2127.97 ,7217.02 ,4061.91 
2011/4/11,1324.46 ,12381.11 ,2771.51 ,3022.75 ,12925.05 ,2122.39 ,7204.86 ,4038.70 
2011/4/12,1314.16 ,12263.58 ,2744.79 ,3021.37 ,12902.22 ,2089.40 ,7102.91 ,3976.60 
2011/4/13,1314.41 ,12270.99 ,2761.52 ,3050.40 ,13102.08 ,2121.92 ,7177.97 ,4006.23 
2011/4/14,1314.52 ,12285.15 ,2760.22 ,3042.64 ,12991.92 ,2141.06 ,7146.56 ,3970.39 
2011/4/15,1319.68 ,12341.83 ,2764.65 ,3050.53 ,12965.75 ,2140.50 ,7178.29 ,3974.48 
2011/4/18,1305.14 ,12201.59 ,2735.38 ,3057.33 ,13001.33 ,2137.72 ,7026.85 ,3881.24 
2011/4/19,1312.62 ,12266.75 ,2744.97 ,2999.04 ,12799.24 ,2122.68 ,7039.31 ,3908.58 
2011/4/20,1330.36 ,12453.54 ,2802.51 ,3007.04 ,12753.85 ,2169.91 ,7249.19 ,4004.62 
2011/4/21,1337.38 ,12505.99 ,2820.16 ,3026.67 ,12798.75 ,2198.54 ,7295.49 ,4021.88 
2011/4/26,1347.24 ,12595.37 ,2847.54 ,2938.98 ,12448.48 ,2206.30 ,7356.51 ,4045.29 
2011/4/27,1355.66 ,12690.96 ,2869.88 ,2925.41 ,12358.88 ,2206.70 ,7404.95 ,4067.72 
2011/4/28,1360.48 ,12763.31 ,2872.53 ,2887.04 ,12149.25 ,2208.35 ,7475.22 ,4104.90 
2011/5/3,1356.62 ,12807.51 ,2841.62 ,2932.19 ,12423.46 ,2200.73 ,7500.70 ,4096.84 
2011/5/4,1347.32 ,12723.58 ,2828.23 ,2866.02 ,12070.41 ,2180.64 ,7373.93 ,4043.13 
2011/5/5,1335.10 ,12584.17 ,2814.72 ,2872.40 ,12085.99 ,2180.64 ,7376.96 ,4004.87 
2011/5/6,1340.20 ,12638.74 ,2827.56 ,2863.89 ,12067.61 ,2147.45 ,7492.25 ,4058.01 
2011/5/9,1346.29 ,12684.68 ,2843.25 ,2872.46 ,12125.01 ,2139.17 ,7410.52 ,4007.26 
2011/5/10,1357.16 ,12760.36 ,2871.89 ,2890.63 ,12216.94 ,2139.17 ,7501.52 ,4052.51 
2011/5/11,1342.08 ,12630.03 ,2845.06 ,2883.42 ,12202.62 ,2166.63 ,7495.05 ,4058.08 
2011/5/12,1348.65 ,12695.92 ,2863.04 ,2844.08 ,12072.21 ,2122.65 ,7443.95 ,4023.29 
2011/5/13,1337.77 ,12595.75 ,2828.47 ,2871.03 ,12156.60 ,2120.08 ,7403.31 ,4018.85 
2011/5/16,1329.47 ,12548.37 ,2782.31 ,2849.07 ,12051.24 ,2104.18 ,7387.54 ,3989.82 
2011/5/17,1328.98 ,12479.58 ,2783.21 ,2852.77 ,12128.50 ,2102.41 ,7256.65 ,3941.58 
2011/5/18,1340.68 ,12560.18 ,2815.00 ,2872.77 ,12230.69 ,2135.78 ,7303.53 ,3978.00 
2011/5/19,1343.60 ,12605.32 ,2823.31 ,2859.57 ,12158.11 ,2095.51 ,7358.23 ,4027.74 
2011/5/20,1333.27 ,12512.04 ,2803.32 ,2858.46 ,12161.03 ,2111.50 ,7266.82 ,3990.85 
2011/5/23,1317.37 ,12381.26 ,2758.90 ,2774.57 ,11742.19 ,2055.71 ,7121.52 ,3906.98 
2011/5/24,1316.28 ,12356.21 ,2746.16 ,2767.06 ,11749.92 ,2061.76 ,7150.66 ,3916.88 
2011/5/25,1320.47 ,12394.66 ,2761.38 ,2741.74 ,11615.42 ,2035.87 ,7170.94 ,3928.99 
2011/5/26,1325.69 ,12402.76 ,2782.92 ,2736.53 ,11530.70 ,2091.91 ,7114.09 ,3917.22 
2011/5/27,1331.10 ,12441.58 ,2796.86 ,2709.95 ,11492.71 ,2100.24 ,7163.47 ,3950.98 
2011/5/31,1345.20 ,12569.79 ,2835.30 ,2743.47 ,11665.14 ,2142.47 ,7293.69 ,4006.94 
2011/6/1,1314.55 ,12290.14 ,2769.19 ,2743.57 ,11699.83 ,2141.34 ,7217.43 ,3964.81 
2011/6/2,1312.94 ,12248.55 ,2773.31 ,2705.18 ,11506.52 ,2114.20 ,7074.12 ,3889.87 
2011/6/3,1300.16 ,12151.26 ,2732.78 ,2728.02 ,11642.40 ,2113.47 ,7109.03 ,3890.68 
2011/6/6,1286.17 ,12089.96 ,2702.56 ,2728.02 ,11642.40 ,2113.47 ,7084.57 ,3863.40 
2011/6/7,1284.94 ,12070.81 ,2701.56 ,2744.30 ,11741.26 ,2099.71 ,7103.25 ,3871.92 
2011/6/8,1279.56 ,12048.94 ,2675.38 ,2750.29 ,11761.10 ,2083.35 ,7060.23 ,3837.98 
2011/6/9,1289.00 ,12124.36 ,2684.87 ,2703.35 ,11513.20 ,2071.42 ,7159.66 ,3878.65 
2011/6/10,1270.98 ,11951.91 ,2643.73 ,2705.14 ,11593.38 ,2046.67 ,7069.90 ,3805.09 
2011/6/13,1271.83 ,11952.97 ,2639.69 ,2700.38 ,11521.98 ,2048.74 ,7085.14 ,3807.61 
2011/6/14,1287.87 ,12076.11 ,2678.72 ,2730.04 ,11732.04 ,2076.83 ,7204.79 ,3864.58 
2011/6/15,1265.42 ,11897.27 ,2631.46 ,2705.43 ,11615.97 ,2086.53 ,7115.08 ,3806.85 
2011/6/16,1267.64 ,11961.52 ,2623.70 ,2664.28 ,11435.99 ,2046.63 ,7110.20 ,3792.31 
2011/6/17,1271.50 ,12004.36 ,2616.48 ,2642.82 ,11409.16 ,2031.93 ,7164.05 ,3823.74 
2011/6/20,1278.36 ,12080.38 ,2629.66 ,2621.25 ,11328.67 ,2019.65 ,7150.21 ,3799.66 
2011/6/21,1295.52 ,12190.01 ,2687.26 ,2646.48 ,11509.98 ,2048.17 ,7285.51 ,3877.07 
2011/6/22,1287.14 ,12109.67 ,2669.19 ,2649.32 ,11543.65 ,2063.90 ,7278.19 ,3871.37 
2011/6/23,1283.50 ,12050.00 ,2686.75 ,2688.25 ,11775.32 ,2055.86 ,7149.44 ,3787.79 
2011/6/24,1268.45 ,11934.58 ,2652.89 ,2746.21 ,11996.08 ,2090.81 ,7121.38 ,3784.80 
2011/6/27,1280.10 ,12043.56 ,2688.28 ,2758.23 ,12026.29 ,2070.29 ,7107.90 ,3796.55 
2011/6/28,1296.67 ,12188.69 ,2729.31 ,2759.20 ,12047.09 ,2062.91 ,7170.43 ,3851.89 
2011/6/29,1307.41 ,12261.42 ,2740.49 ,2728.48 ,11913.20 ,2094.42 ,7294.14 ,3924.23 
2011/6/30,1320.64 ,12414.34 ,2773.52 ,2762.08 ,12110.93 ,2100.69 ,7376.24 ,3982.21 
2011/7/1,1339.67 ,12582.77 ,2816.03 ,2759.36 ,12178.08 ,2125.74 ,7419.44 ,4007.35 
2011/7/5,1337.88 ,12569.87 ,2825.77 ,2816.35 ,12440.37 ,2161.75 ,7439.44 ,3978.83 
2011/7/6,1339.22 ,12626.02 ,2834.02 ,2810.48 ,12425.68 ,2171.19 ,7431.19 ,3961.34 
2011/7/7,1353.22 ,12719.49 ,2872.66 ,2794.27 ,12392.93 ,2180.59 ,7471.44 ,3979.96 
2011/7/8,1343.80 ,12657.20 ,2859.81 ,2797.77 ,12404.34 ,2180.35 ,7402.73 ,3913.55 
2011/7/11,1319.49 ,12505.76 ,2802.62 ,2802.69 ,12438.56 ,2157.16 ,7230.25 ,3807.51 
2011/7/12,1313.64 ,12446.88 ,2781.91 ,2754.58 ,12268.19 ,2109.73 ,7174.14 ,3774.12 
2011/7/13,1317.72 ,12491.61 ,2796.92 ,2795.48 ,12479.15 ,2129.64 ,7267.87 ,3793.27 
2011/7/14,1308.87 ,12437.12 ,2762.67 ,2810.44 ,12440.83 ,2130.07 ,7214.74 ,3751.23 
2011/7/15,1316.14 ,12479.73 ,2789.80 ,2820.17 ,12506.94 ,2145.20 ,7220.12 ,3726.59 
2011/7/18,1305.44 ,12385.16 ,2765.11 ,2816.69 ,12490.55 ,2130.48 ,7107.92 ,3650.71 
2011/7/19,1326.73 ,12587.42 ,2826.52 ,2796.98 ,12381.46 ,2130.21 ,7192.67 ,3694.95 
2011/7/20,1325.84 ,12571.91 ,2814.23 ,2794.20 ,12393.99 ,2154.95 ,7221.36 ,3754.60 
2011/7/21,1343.80 ,12724.41 ,2834.43 ,2765.89 ,12301.41 ,2145.04 ,7290.14 ,3816.75 
2011/7/22,1345.02 ,12681.16 ,2858.83 ,2770.79 ,12352.50 ,2171.23 ,7326.39 ,3842.70 
2011/7/25,1337.43 ,12592.80 ,2842.80 ,2688.75 ,11966.24 ,2150.48 ,7344.54 ,3812.97 
2011/7/26,1331.94 ,12501.30 ,2839.96 ,2703.03 ,12008.53 ,2168.70 ,7349.45 ,3787.88 
2011/7/27,1304.89 ,12302.55 ,2764.79 ,2723.49 ,12116.86 ,2174.31 ,7252.68 ,3734.07 
2011/7/28,1300.67 ,12240.11 ,2766.25 ,2708.78 ,12085.92 ,2155.85 ,7190.06 ,3712.66 
2011/7/29,1292.28 ,12143.24 ,2756.38 ,2701.73 ,11990.43 ,2133.21 ,7158.77 ,3671.28 
2011/8/1,1286.94 ,12132.49 ,2744.61 ,2703.78 ,12002.42 ,2172.31 ,6953.98 ,3588.05 
2011/8/2,1254.05 ,11866.62 ,2669.24 ,2679.26 ,11932.04 ,2121.27 ,6796.75 ,3522.79 
2011/8/3,1260.34 ,11896.44 ,2693.07 ,2678.48 ,11922.37 ,2066.26 ,6640.59 ,3454.94 
2011/8/4,1200.07 ,11383.68 ,2556.39 ,2684.04 ,11934.41 ,2018.47 ,6414.76 ,3320.35 
2011/8/5,1199.38 ,11444.61 ,2532.41 ,2626.42 ,11701.76 ,1943.75 ,6236.16 ,3278.56 
2011/8/8,1119.46 ,10809.85 ,2357.69 ,2526.82 ,11312.63 ,1869.45 ,5923.27 ,3125.19 
2011/8/9,1172.53 ,11239.77 ,2482.52 ,2526.07 ,11315.08 ,1801.35 ,5917.08 ,3176.19 
2011/8/10,1120.76 ,10719.94 ,2381.05 ,2549.18 ,11449.58 ,1806.24 ,5613.42 ,3002.99 
2011/8/11,1172.64 ,11143.31 ,2492.68 ,2581.51 ,11627.49 ,1817.44 ,5797.66 ,3089.66 
2011/8/12,1178.81 ,11269.02 ,2507.98 ,2593.17 ,11651.29 ,1793.31 ,5997.74 ,3213.88 
2011/8/15,1204.49 ,11482.90 ,2555.20 ,2626.77 ,11767.74 ,1793.31 ,6022.24 ,3239.06 
2011/8/16,1192.76 ,11405.93 ,2523.45 ,2608.17 ,11665.41 ,1879.87 ,5994.90 ,3230.90 
2011/8/17,1193.89 ,11410.21 ,2511.48 ,2601.26 ,11598.28 ,1892.67 ,5948.94 ,3254.34 
2011/8/18,1140.65 ,10990.58 ,2380.43 ,2559.47 ,11414.16 ,1860.58 ,5602.80 ,3076.04 
2011/8/19,1123.53 ,10817.65 ,2341.84 ,2534.36 ,11301.53 ,1744.88 ,5480.00 ,3016.99 
2011/8/22,1123.82 ,10854.65 ,2345.38 ,2515.86 ,11112.64 ,1710.70 ,5473.78 ,3051.36 
2011/8/23,1162.35 ,11176.76 ,2446.06 ,2554.02 ,11243.42 ,1776.68 ,5532.38 ,3084.37 
2011/8/24,1177.60 ,11320.71 ,2467.69 ,2541.09 ,11238.95 ,1754.78 ,5681.08 ,3139.55 
2011/8/25,1159.27 ,11149.82 ,2419.63 ,2615.26 ,11598.93 ,1764.58 ,5584.14 ,3119.00 
2011/8/26,1176.80 ,11284.54 ,2479.85 ,2612.19 ,11568.17 ,1778.95 ,5537.48 ,3087.64 
2011/8/30,1212.92 ,11559.95 ,2576.11 ,2566.59 ,11344.45 ,1843.82 ,5643.92 ,3159.74 
2011/8/31,1218.89 ,11613.53 ,2579.46 ,2567.34 ,11397.48 ,1880.11 ,5784.85 ,3256.76 
2011/9/1,1204.42 ,11493.57 ,2546.04 ,2556.04 ,11352.86 ,1880.70 ,5730.63 ,3265.83 
2011/9/2,1173.97 ,11240.26 ,2480.33 ,2528.28 ,11228.30 ,1867.75 ,5538.33 ,3148.53 
2011/9/6,1165.24 ,11139.30 ,2473.83 ,2470.52 ,10778.43 ,1766.71 ,5193.97 ,2965.64 
2011/9/7,1198.62 ,11414.86 ,2548.94 ,2516.09 ,11011.18 ,1833.46 ,5405.53 ,3073.18 
2011/9/8,1185.90 ,11295.81 ,2529.14 ,2498.94 ,10933.31 ,1846.64 ,5408.46 ,3085.83 
2011/9/9,1154.23 ,10992.13 ,2467.99 ,2497.75 ,10892.39 ,1812.93 ,5189.93 ,2974.59 
2011/9/12,1162.27 ,11061.12 ,2495.09 ,2471.30 ,10775.30 ,1812.93 ,5072.33 ,2854.81 
2011/9/13,1172.87 ,11105.85 ,2532.15 ,2484.83 ,10822.40 ,1812.93 ,5166.36 ,2894.93 
2011/9/14,1188.68 ,11246.73 ,2572.55 ,2479.05 ,10848.02 ,1749.16 ,5340.19 ,2949.14 
2011/9/15,1209.11 ,11433.18 ,2607.07 ,2479.05 ,10848.02 ,1774.08 ,5508.24 ,3045.62 
2011/9/16,1216.01 ,11509.09 ,2622.31 ,2482.34 ,10878.23 ,1840.10 ,5573.51 ,3031.08 
2011/9/19,1204.09 ,11401.01 ,2612.83 ,2437.79 ,10657.62 ,1820.94 ,5415.91 ,2940.00 
2011/9/20,1202.09 ,11408.66 ,2590.24 ,2447.76 ,10679.30 ,1837.97 ,5571.68 ,2984.05 
